"propertyid","quickrefid_x","propertynumber","legaldesc","legallocationcode","legallocationdesc","subblock","sublot","taxingunitlist","mapnumber","currmarketvalue","currassessedvalue","currlandvalue","currimprovmentvalue","curragvalue","marketvalue","assessedvalue","landvalue","improvmentvalue","agvalue","squarefootage","nbhdcode","nbhddesc","situs","situsstreetnumber","situsstreetname","situsstreetsuffix","situscity","situsstate","situszip","schooltaxingunits","segclass","actyrbuilt","deeddate","fplumbing","fnumhalfbath","feffyear","fsptb","defaultmarketareadesc","ma","maarea","ma2","maarea2","matotalarea","garage","garagearea","openporch","oparea","datadate","transfervaliditycode","pool","poolarea","patio","patioarea","dg","deck","deckarea","fbedrooms","dgarea"
"358301","R541966","R-16-4913-060A-0014","S10996 - PEARSON PLACE SEC 6, BLOCK A, Lot 14","S10996","S10996 - PEARSON PLACE SEC 6","A","14","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","918604.0","685442.0","152000.0","766604.0","0.0","645885.0","616887.0","117000.0","528885.0","0.0","3146.0","R256613C","R256613C PEARSON PLACE","14401 IVEANS WAY, AUSTIN, TX  78717","14401","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2018-03-28 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","2140.0","1.0","1006.0","3146.0","1.0","380.0","2.0","154.0","2022-04-13 04:00:02.307","VALID","nan","nan","1","195","nan","nan","nan","nan","nan"
"358307","R541972","R-16-4913-060A-0020","S10996 - PEARSON PLACE SEC 6, BLOCK A, Lot 20","S10996","S10996 - PEARSON PLACE SEC 6","A","20","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","1056649.0","785697.0","152000.0","904649.0","0.0","759580.0","714270.0","117000.0","642580.0","0.0","3797.0","R256613C","R256613C PEARSON PLACE","14217 IVEANS WAY, AUSTIN, TX  78717","14217","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2019-10-22 00:00:00.000","4.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2267.0","1.0","1530.0","3797.0","1.0","594.0","2.0","347.0","2022-04-13 04:00:02.307","INVALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"311224","R506248","R-16-4913-000A-0007","S9965 - PEARSON PLACE SEC 1, BLOCK A, Lot 7","S9965","S9965 - PEARSON PLACE SEC 1","A","7","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-5808","796594.0","611054.0","152000.0","644594.0","0.0","569294.0","555504.0","117000.0","452294.0","0.0","2552.0","R256613C","R256613C PEARSON PLACE","10013 DOUBLE EAGLE PASS, AUSTIN, TX  78717","10013","DOUBLE EAGLE","PASS","AUSTIN","TX","78717","SRR","R6","2012.0","2014-05-29 00:00:00.000","3.0","","2012.0","A1","WEST ROUND ROCK MRA","1.0","1565.0","1.0","987.0","2552.0","1.0","550.0","2.0","201.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"311257","R506281","R-16-4913-000E-0020","S9965 - PEARSON PLACE SEC 1, BLOCK E, Lot 20","S9965","S9965 - PEARSON PLACE SEC 1","E","20","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-5808","1095902.0","806523.0","152000.0","943902.0","0.0","782730.0","733203.0","117000.0","665730.0","0.0","3870.0","R256613C","R256613C PEARSON PLACE","10205 IVALENES HOPE DR, AUSTIN, TX  78717","10205","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2012.0","2013-01-31 00:00:00.000","2.0","1.0","2012.0","A1","WEST ROUND ROCK MRA","1.0","2182.0","1.0","1688.0","3870.0","1.0","660.0","2.0","397.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"311262","R506286","R-16-4913-000E-0025","S9965 - PEARSON PLACE SEC 1, BLOCK E, Lot 25","S9965","S9965 - PEARSON PLACE SEC 1","E","25","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-5808","1057674.0","791738.0","152000.0","905674.0","0.0","767222.0","719762.0","117000.0","650222.0","0.0","3862.0","R256613C","R256613C PEARSON PLACE","10309 IVALENES HOPE DR, AUSTIN, TX  78717","10309","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2013.0","2015-09-15 00:00:00.000","2.0","1.0","2013.0","A1","WEST ROUND ROCK MRA","1.0","2971.0","1.0","891.0","3862.0","1.0","702.0","2.0","225.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358208","R541873","R-16-4913-040C-0016","S10951 - PEARSON PLACE SEC 4, BLOCK C, Lot 16","S10951","S10951 - PEARSON PLACE SEC 4","C","16","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","792180.0","792180.0","152000.0","640180.0","0.0","569669.0","569669.0","117000.0","452669.0","0.0","2537.0","R256613C","R256613C PEARSON PLACE","9312 IVALENES HOPE DR, AUSTIN, TX  78717","9312","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2017-06-30 00:00:00.000","4.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","2537.0","","0.0","2537.0","1.0","640.0","2.0","85.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358267","R541932","R-16-4913-040K-0025","S10951 - PEARSON PLACE SEC 4, BLOCK K, Lot 25","S10951","S10951 - PEARSON PLACE SEC 4","K","25","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","982479.0","720781.0","152000.0","830479.0","0.0","686597.0","655255.0","117000.0","569597.0","0.0","3401.0","R256613C","R256613C PEARSON PLACE","15221 SISTERS CIR, AUSTIN, TX  78717","15221","SISTERS","CIR","AUSTIN","TX","78717","SRR","R6","2016.0","2017-02-14 00:00:00.000","3.0","","2016.0","A1","WEST ROUND ROCK MRA","1.0","2308.0","1.0","1093.0","3401.0","1.0","484.0","2.0","362.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358277","R541942","R-16-4913-040K-0039","S10951 - PEARSON PLACE SEC 4, BLOCK K, Lot 39","S10951","S10951 - PEARSON PLACE SEC 4","K","39","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","990334.0","726000.0","152000.0","838334.0","0.0","681665.0","660000.0","117000.0","564665.0","0.0","3401.0","R256613C","R256613C PEARSON PLACE","15601 BENDED KNEE DR, AUSTIN, TX  78717","15601","BENDED KNEE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2017-08-23 00:00:00.000","2.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2308.0","1.0","1093.0","3401.0","1.0","594.0","2.0","383.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358201","R541866","R-16-4913-040C-0009","S10951 - PEARSON PLACE SEC 4, BLOCK C, Lot 9","S10951","S10951 - PEARSON PLACE SEC 4","C","9","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","787314.0","602968.0","152000.0","635314.0","0.0","561760.0","548153.0","117000.0","444760.0","0.0","2510.0","R256613C","R256613C PEARSON PLACE","9412 IVALENES HOPE DR, AUSTIN, TX  78717","9412","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2017-09-15 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","1223.0","1.0","1287.0","2510.0","1.0","420.0","2.0","295.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358212","R541877","R-16-4913-040D-0001","S10951 - PEARSON PLACE SEC 4, BLOCK D, Lot 1","S10951","S10951 - PEARSON PLACE SEC 4","D","1","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","932999.0","692073.0","152000.0","780999.0","0.0","659101.0","629157.0","117000.0","542101.0","0.0","3113.0","R256613C","R256613C PEARSON PLACE","9218 IVALENES HOPE DR, AUSTIN, TX  78717","9218","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2017-07-31 00:00:00.000","3.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2840.0","1.0","273.0","3113.0","1.0","499.0","2.0","234.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358243","R541908","R-16-4913-040K-0001","S10951 - PEARSON PLACE SEC 4, BLOCK K, Lot 1","S10951","S10951 - PEARSON PLACE SEC 4","K","1","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","1047342.0","761090.0","152000.0","895342.0","0.0","736744.0","691900.0","117000.0","619744.0","0.0","3631.0","R256613C","R256613C PEARSON PLACE","9317 IVALENES HOPE DR, AUSTIN, TX  78717","9317","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2018-06-15 00:00:00.000","4.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","1970.0","1.0","1661.0","3631.0","1.0","440.0","2.0","428.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358262","R541927","R-16-4913-040K-0020","S10951 - PEARSON PLACE SEC 4, BLOCK K, Lot 20","S10951","S10951 - PEARSON PLACE SEC 4","K","20","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","968311.0","699206.0","152000.0","816311.0","0.0","671224.0","635642.0","117000.0","554224.0","0.0","3401.0","R256613C","R256613C PEARSON PLACE","15201 SISTERS CIR, AUSTIN, TX  78717","15201","SISTERS","CIR","AUSTIN","TX","78717","SRR","R6","2016.0","2016-12-30 00:00:00.000","2.0","1.0","2016.0","A1","WEST ROUND ROCK MRA","1.0","2308.0","1.0","1093.0","3401.0","1.0","484.0","2.0","236.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358274","R541939","R-16-4913-040K-0032","S10951 - PEARSON PLACE SEC 4, BLOCK K, Lot 32","S10951","S10951 - PEARSON PLACE SEC 4","K","32","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","989963.0","726032.0","152000.0","837963.0","0.0","704824.0","660029.0","117000.0","587824.0","0.0","3429.0","R256613C","R256613C PEARSON PLACE","15317 SISTERS CIR, AUSTIN, TX  78717","15317","SISTERS","CIR","AUSTIN","TX","78717","SRR","R6","2016.0","2017-02-03 00:00:00.000","3.0","","2016.0","A1","WEST ROUND ROCK MRA","1.0","2336.0","1.0","1093.0","3429.0","1.0","484.0","2.0","383.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358295","R541960","R-16-4913-060A-0008","S10996 - PEARSON PLACE SEC 6, BLOCK A, Lot 8","S10996","S10996 - PEARSON PLACE SEC 6","A","8","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","1000382.0","745221.0","152000.0","848382.0","0.0","720005.0","677474.0","117000.0","603005.0","0.0","3587.0","R256613C","R256613C PEARSON PLACE","14505 IVEANS WAY, AUSTIN, TX  78717","14505","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2017-10-31 00:00:00.000","3.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2267.0","1.0","1320.0","3587.0","1.0","484.0","2.0","207.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358302","R541967","R-16-4913-060A-0015","S10996 - PEARSON PLACE SEC 6, BLOCK A, Lot 15","S10996","S10996 - PEARSON PLACE SEC 6","A","15","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","781139.0","618389.0","152000.0","629139.0","0.0","563503.0","562172.0","117000.0","446503.0","0.0","2567.0","R256613C","R256613C PEARSON PLACE","14321 IVEANS WAY, AUSTIN, TX  78717","14321","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2022-03-11 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","2567.0","","0.0","2567.0","1.0","610.0","2.0","91.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358304","R541969","R-16-4913-060A-0017","S10996 - PEARSON PLACE SEC 6, BLOCK A, Lot 17","S10996","S10996 - PEARSON PLACE SEC 6","A","17","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","988416.0","740623.0","152000.0","836416.0","0.0","711148.0","670528.0","117000.0","594148.0","0.0","3509.0","R256613C","R256613C PEARSON PLACE","14305 IVEANS WAY, AUSTIN, TX  78717","14305","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2017-11-16 00:00:00.000","3.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2054.0","1.0","1455.0","3509.0","1.0","430.0","2.0","161.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358311","R541976","R-16-4913-060A-0024","S10996 - PEARSON PLACE SEC 6, BLOCK A, Lot 24","S10996","S10996 - PEARSON PLACE SEC 6","A","24","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","1016030.0","799091.0","152000.0","864030.0","0.0","726446.0","726446.0","117000.0","609446.0","0.0","3587.0","R256613C","R256613C PEARSON PLACE","14201 IVEANS WAY, AUSTIN, TX  78717","14201","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2017-12-27 00:00:00.000","3.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2267.0","1.0","1320.0","3587.0","1.0","484.0","2.0","347.0","2022-04-13 04:00:02.307","INVALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358215","R541880","R-16-4913-040D-0004","S10951 - PEARSON PLACE SEC 4, BLOCK D, Lot 4","S10951","S10951 - PEARSON PLACE SEC 4","D","4","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","965334.0","714990.0","152000.0","813334.0","0.0","669306.0","649991.0","117000.0","552306.0","0.0","3292.0","R256613C","R256613C PEARSON PLACE","9206 IVALENES HOPE DR, AUSTIN, TX  78717","9206","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2017-10-02 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","2261.0","1.0","1031.0","3292.0","1.0","484.0","2.0","374.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358226","R541891","R-16-4913-040D-0015","S10951 - PEARSON PLACE SEC 4, BLOCK D, Lot 15","S10951","S10951 - PEARSON PLACE SEC 4","D","15","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","833983.0","647930.0","152000.0","681983.0","0.0","613832.0","589027.0","117000.0","496832.0","0.0","2879.0","R256613C","R256613C PEARSON PLACE","8905 CATTLE CHUTE XING, AUSTIN, TX  78717","8905","CATTLE CHUTE","XING","AUSTIN","TX","78717","SRR","R6","2017.0","2018-02-26 00:00:00.000","3.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","1676.0","1.0","1203.0","2879.0","1.0","439.0","2.0","140.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358232","R541897","R-16-4913-040L-0005","S10951 - PEARSON PLACE SEC 4, BLOCK L, Lot 5","S10951","S10951 - PEARSON PLACE SEC 4","L","5","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","964545.0","714665.0","152000.0","812545.0","0.0","672889.0","649695.0","117000.0","555889.0","0.0","3292.0","R256613C","R256613C PEARSON PLACE","9116 IVALENES HOPE DR, AUSTIN, TX  78717","9116","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2017-08-17 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","2261.0","1.0","1031.0","3292.0","1.0","484.0","2.0","367.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358256","R541921","R-16-4913-040K-0014","S10951 - PEARSON PLACE SEC 4, BLOCK K, Lot 14","S10951","S10951 - PEARSON PLACE SEC 4","K","14","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","927854.0","927854.0","152000.0","775854.0","0.0","658191.0","658191.0","117000.0","541191.0","0.0","3097.0","R256613C","R256613C PEARSON PLACE","9113 IVALENES HOPE DR, AUSTIN, TX  78717","9113","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2017-07-28 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","3097.0","","0.0","3097.0","1.0","454.0","2.0","182.0","2022-04-13 04:00:02.307","nan","nan","nan","1","153","nan","nan","nan","nan","nan"
"358271","R541936","R-16-4913-040K-0029","S10951 - PEARSON PLACE SEC 4, BLOCK K, Lot 29","S10951","S10951 - PEARSON PLACE SEC 4","K","29","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","998638.0","726166.0","152000.0","846638.0","0.0","692872.0","660151.0","117000.0","575872.0","0.0","3401.0","R256613C","R256613C PEARSON PLACE","15305 SISTERS CIR, AUSTIN, TX  78717","15305","SISTERS","CIR","AUSTIN","TX","78717","SRR","R6","2016.0","2017-03-30 00:00:00.000","2.0","1.0","2016.0","A1","WEST ROUND ROCK MRA","1.0","2308.0","1.0","1093.0","3401.0","1.0","484.0","2.0","362.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358318","R541983","R-16-4913-060B-0007","S10996 - PEARSON PLACE SEC 6, BLOCK B, Lot 7","S10996","S10996 - PEARSON PLACE SEC 6","B","7","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","913195.0","672940.0","152000.0","761195.0","0.0","652154.0","611764.0","117000.0","535154.0","0.0","3131.0","R256613C","R256613C PEARSON PLACE","14400 IVEANS WAY, AUSTIN, TX  78717","14400","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2017-08-18 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","3131.0","","0.0","3131.0","1.0","483.0","2.0","177.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358332","R541997","R-16-4913-060B-0021","S10996 - PEARSON PLACE SEC 6, BLOCK B, Lot 21","S10996","S10996 - PEARSON PLACE SEC 6","B","21","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","1175483.0","807070.0","152000.0","1023483.0","0.0","797255.0","733700.0","117000.0","680255.0","0.0","3990.0","R256613C","R256613C PEARSON PLACE","8905 IVEANS CV, AUSTIN, TX  78717","8905","IVEANS","CV","AUSTIN","TX","78717","SRR","R6","2017.0","2017-10-27 00:00:00.000","4.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","2418.0","1.0","1572.0","3990.0","1.0","726.0","2.0","480.0","2022-04-13 04:00:02.307","nan","1","531","1","352","nan","nan","nan","nan","nan"
"358335","R542000","R-16-4913-060B-0024","S10996 - PEARSON PLACE SEC 6, BLOCK B, Lot 24","S10996","S10996 - PEARSON PLACE SEC 6","B","24","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","1100002.0","814714.0","152000.0","948002.0","0.0","787877.0","740649.0","117000.0","670877.0","0.0","3920.0","R256613C","R256613C PEARSON PLACE","8904 IVEANS CV, AUSTIN, TX  78717","8904","IVEANS","CV","AUSTIN","TX","78717","SRR","R6","2017.0","2018-06-29 00:00:00.000","4.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2390.0","1.0","1530.0","3920.0","1.0","704.0","2.0","369.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358209","R541874","R-16-4913-040C-0017","S10951 - PEARSON PLACE SEC 4, BLOCK C, Lot 17","S10951","S10951 - PEARSON PLACE SEC 4","C","17","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","970819.0","970819.0","152000.0","818819.0","0.0","677661.0","677661.0","117000.0","560661.0","0.0","3332.0","R256613C","R256613C PEARSON PLACE","9308 IVALENES HOPE DR, AUSTIN, TX  78717","9308","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2017-06-30 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","2301.0","1.0","1031.0","3332.0","1.0","484.0","2.0","213.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358211","R541876","R-16-4913-040C-0019","S10951 - PEARSON PLACE SEC 4, BLOCK C, Lot 19","S10951","S10951 - PEARSON PLACE SEC 4","C","19","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","968311.0","715572.0","152000.0","816311.0","0.0","680795.0","650520.0","117000.0","563795.0","0.0","3401.0","R256613C","R256613C PEARSON PLACE","9300 IVALENES HOPE DR, AUSTIN, TX  78717","9300","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2016.0","2017-06-23 00:00:00.000","2.0","1.0","2016.0","A1","WEST ROUND ROCK MRA","1.0","2308.0","1.0","1093.0","3401.0","1.0","484.0","2.0","236.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358229","R541894","R-16-4913-040L-0002","S10951 - PEARSON PLACE SEC 4, BLOCK L, Lot 2","S10951","S10951 - PEARSON PLACE SEC 4","L","2","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","947197.0","708503.0","152000.0","795197.0","0.0","665781.0","644094.0","117000.0","548781.0","0.0","3292.0","R256613C","R256613C PEARSON PLACE","9008 CATTLE CHUTE XING, AUSTIN, TX  78717","9008","CATTLE CHUTE","XING","AUSTIN","TX","78717","SRR","R6","2017.0","2017-06-26 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","2261.0","1.0","1031.0","3292.0","1.0","484.0","2.0","213.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358250","R541915","R-16-4913-040K-0008","S10951 - PEARSON PLACE SEC 4, BLOCK K, Lot 8","S10951","S10951 - PEARSON PLACE SEC 4","K","8","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","950240.0","696898.0","152000.0","798240.0","0.0","668032.0","633544.0","117000.0","551032.0","0.0","3160.0","R256613C","R256613C PEARSON PLACE","9205 IVALENES HOPE DR, AUSTIN, TX  78717","9205","IVALENES HOPE","DR","AUSTIN","TX","78717","SRR","R6","2017.0","2017-09-22 00:00:00.000","4.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","1967.0","1.0","1193.0","3160.0","1.0","440.0","3.0","328.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358260","R541925","R-16-4913-040K-0018","S10951 - PEARSON PLACE SEC 4, BLOCK K, Lot 18","S10951","S10951 - PEARSON PLACE SEC 4","K","18","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","846827.0","660072.0","152000.0","694827.0","0.0","621881.0","600065.0","117000.0","504881.0","0.0","2895.0","R256613C","R256613C PEARSON PLACE","14701 IVEANS WAY, AUSTIN, TX  78717","14701","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2018-04-25 00:00:00.000","3.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","1676.0","1.0","1219.0","2895.0","1.0","519.0","2.0","207.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358279","R541944","R-16-4913-040Q-0001","S10951 - PEARSON PLACE SEC 4, BLOCK Q, Lot 1","S10951","S10951 - PEARSON PLACE SEC 4","Q","1","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","989191.0","723809.0","152000.0","837191.0","0.0","704057.0","658008.0","117000.0","587057.0","0.0","3429.0","R256613C","R256613C PEARSON PLACE","15324 SISTERS CIR, AUSTIN, TX  78717","15324","SISTERS","CIR","AUSTIN","TX","78717","SRR","R6","2016.0","2021-10-08 00:00:00.000","3.0","","2016.0","A1","WEST ROUND ROCK MRA","1.0","2336.0","1.0","1093.0","3429.0","1.0","462.0","2.0","383.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358303","R541968","R-16-4913-060A-0016","S10996 - PEARSON PLACE SEC 6, BLOCK A, Lot 16","S10996","S10996 - PEARSON PLACE SEC 6","A","16","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","999921.0","742955.0","152000.0","847921.0","0.0","713372.0","669018.0","117000.0","596372.0","0.0","3545.0","R256613C","R256613C PEARSON PLACE","14309 IVEANS WAY, AUSTIN, TX  78717","14309","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2018-04-13 00:00:00.000","4.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2045.0","1.0","1500.0","3545.0","1.0","430.0","2.0","231.0","2022-04-13 04:00:02.307","nan","nan","nan","1","85","nan","nan","nan","nan","nan"
"358310","R541975","R-16-4913-060A-0023","S10996 - PEARSON PLACE SEC 6, BLOCK A, Lot 23","S10996","S10996 - PEARSON PLACE SEC 6","A","23","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","1017580.0","751011.0","152000.0","865580.0","0.0","728190.0","682737.0","117000.0","611190.0","0.0","3508.0","R256613C","R256613C PEARSON PLACE","14205 IVEANS WAY, AUSTIN, TX  78717","14205","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2018-06-15 00:00:00.000","4.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2008.0","1.0","1500.0","3508.0","1.0","430.0","2.0","391.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"358326","R541991","R-16-4913-060B-0015","S10996 - PEARSON PLACE SEC 6, BLOCK B, Lot 15","S10996","S10996 - PEARSON PLACE SEC 6","B","15","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","850762.0","690106.0","152000.0","698762.0","0.0","627369.0","627369.0","117000.0","510369.0","0.0","2567.0","R256613C","R256613C PEARSON PLACE","8929 IVEANS CV, AUSTIN, TX  78717","8929","IVEANS","CV","AUSTIN","TX","78717","SRR","R6","2017.0","2017-09-27 00:00:00.000","3.0","","2017.0","A1","WEST ROUND ROCK MRA","1.0","2567.0","","0.0","2567.0","1.0","610.0","2.0","85.0","2022-04-13 04:00:02.307","nan","1","533","nan","nan","nan","nan","nan","nan","nan"
"358341","R542006","R-16-4913-060B-0030","S10996 - PEARSON PLACE SEC 6, BLOCK B, Lot 30","S10996","S10996 - PEARSON PLACE SEC 6","B","30","CAD,CAU,GWI,J01,RFM,SRR,W09,R07","4-6608","1001095.0","739065.0","152000.0","849095.0","0.0","702174.0","661419.0","117000.0","585174.0","0.0","3493.0","R256613C","R256613C PEARSON PLACE","14208 IVEANS WAY, AUSTIN, TX  78717","14208","IVEANS","WAY","AUSTIN","TX","78717","SRR","R6","2017.0","2017-11-21 00:00:00.000","4.0","1.0","2017.0","A1","WEST ROUND ROCK MRA","1.0","2006.0","1.0","1487.0","3493.0","1.0","430.0","3.0","381.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
